859	Hepatocellular carcinoma (HCC) is the third most common cause of cancer-related death in Asia.
860	HCC is less sensitive to chemotherapy and is known to express multidrug resistant genes to acquire resistance to chemotherapeutic agents, therefore the development of a potent HCC suppressor is essential in treating HCC.
861	Our previous reports demonstrated that oligo-fucoidan from the brown seaweed Sargassum hemiphyllum elevates microRNA-29b to inhibit epithelial-mesenchymal transition in hepatoma cells.
862	In this study, we aimed to examine in vitro effect of oligo-fucoidan in hepatocellular carcinoma through apoptosis and long noncoding RNA (lncRNA) pathway.
863	Oligo-fucoidan was studied for its anti-hepatoma cells by MTT and DNA ladder analysis.
864	And the mechanism was studied by flow cytometry, qPCR and western blot analysis.
865	In this study, oligo-fucoidan induced sub-G1 phase cell cycle arrest and activation of caspases, indicating that the intrinsic and extrinsic apoptotic pathways were involved in the mechanism of oligo-fucoidan-induced cell death.
866	Moreover, oligo-fucoidan significantly increased the expression of p53, p21, and p27, while cyclin-B1 and -D1 were decreased at the mRNA and protein levels.
867	Finally, we showed that targeting apoptosis and cell cycle pathways could also contribute to the induction of the lncRNA-Saf and lncRNA-p21.
868	Through human lncRNA profiler array analysis, the differential expression of lncRNAs in HCC cells following oligo-fucoidan exposure was further examined.
869	These findings indicated that lncRNAs switched oligo-fucoidan-induced apoptosis, which might be potentially valuable in HCC adjuvant therapy.
870	Background-It has been well known that the degeneration of hip articular cartilage with osteonecrosis of the femoral head (ONFH) increases the instability of hip and accelerates the development process of ONFH.
871	A better understanding of the expression of chondrogenesis-related and arthritis-related genes of cartilage along with the progression of ONFH seems to be essential for further insight into the molecular mechanisms of ONFH pathogenesis.
872	Methods-We analyzed the differentially expressed gene profile (GSE74089) of human hip articular cartilage with ONFH.
873	The functions and pathway enrichments of differentially expressed genes (DEGs) were analyzed via GO and KEGG analysis.
874	The expression of six selected critical chondrogenesis-related and four arthritis-related genes in eight human hip articular cartilage with femoral neck fracture (FNF) and 26 human hip articular cartilage with different stages ONFH (6 cases of Ficat stage II, 10 cases of Ficat stage III and 10 cases of Ficat stage IV) were detected.
875	Results-A total of 2,174 DEGs, including 1,482 up-regulated and 692 down-regulated ones, were obtained in the ONFH cartilage specimens compared to the control group.
876	The GO and KEGG enrichment analysis indicated that the function of these DEGs mainly enriched in extracellular matrix, angiogenesis, antigen processing and presentation.
877	The results showed a significant stepwise up-expression of chondrogenesis-related genes, including MMP13, ASPN, COL1A1, OGN, COL2A1 and BMP2, along with the progression of ONFH.
878	The arthritis-related genes IL1β, IL6 and TNFα were only found up-expressed in Ficat IV stage which indicated that the arthritis-related molecular changes were not significant in the progression of ONFH before Ficat III stage.
879	However, the arthritis-related gene PTGS2 was significant stepwise up-expression along with the progression of ONFH which makes it to be a sensitive arthritis-related biomarker of ONFH.
880	Conclusion-Expression changes of six chondrogenesis-related and four arthritis-related genes were found in hip articular cartilage specimens with different ONFH Ficat stages.
881	These findings are expected to a get a further insight into the molecular mechanisms of ONFH progression.
882	In this report, we provide the first evidence that mood and anxiety dimensions are associated with unique aspects of EEG responses to reward and punishment, respectively.
883	We reanalyzed data from our prior publication of a categorical depiction of depression to address more sophisticated dimensional hypotheses.
884	Highly symptomatic depressed individuals (N = 46) completed a probabilistic learning task with concurrent EEG.
885	Measures of anxiety and depression symptomatology were significantly correlated with each other; however, only anxiety predicted better avoidance learning due to a tighter coupling of negative prediction error signaling with punishment-specific EEG features.
886	In contrast, depression predicted a smaller reward-related EEG feature, but this did not affect prediction error coupling or the ability to learn from reward.
887	We suggest that this reward-related alteration reflects motivational or hedonic aspects of reward and not a diminishment in the ability to represent the information content of reinforcements.
888	These findings compel further research into the domain-specific neural systems underlying dimensional aspects of psychiatric disease.
889	Objectives-To determine clinical utility of Onclarity human papillomavirus (HPV) assay for atypical squamous cells-undetermined significance (ASC-US) triage, and the value of HPV genotyping within ASC-US.
890	Methods-Women (n = 33,858; 21 years or older) had HPV testing using Onclarity and Hybrid Capture 2 (HC2).
891	ASC-US individuals (n = 1,960, 5.8%) were referred to colposcopy.
892	Results-Of ASC-US, 39.1% were HPV positive by Onclarity; HPV 16 was the most prevalent genotype (7.4%).
893	Cervical intraepithelial neoplasia grade 2 (CIN 2) and CIN 3+ prevalences were 4.4% and 2.2%, respectively.
894	Onclarity had sensitivity for CIN 2+ (85.7%) and CIN 3+ (91.4%), and specificities for CIN 2+ (64.1%) and CIN 3+ (62.0%), similar to HC2.
895	Risks for CIN 3+ were 16.1%, 2.8%, 2.5%, and 2.7% with HPV 16, 18, 45, and 11 other genotypes, respectively.
896	Conclusions-Onclarity is clinically validated for ASC-US triage.
897	Through risk stratification, genotyping could help identify women at highest risk for CIN 3+.
898	In 2017, the curriculum areas of Digital Technologies and Hangarau Matihiko were added to the New Zealand school curricula covering content related to the fundamental principles of computer science and developing digital technologies.
899	This poses the challenge of up-skilling teachers nationwide to understand the concepts in the curricula so teachers and schools can develop their own unique implementations of the curriculum.
900	In this paper we outline the resources and support being made available to teachers and discuss how this relates to the broader ideas behind the curriculum.
901	BACKGROUND-Few long-term studies define the appropriate extent of surgery and recurrence rates for unilateral multinodular goiter.
902	We compared the rate and time to reoperation in patients with multinodular goiter who underwent lobectomy to that of patients with benign solitary nodule.
903	METHODS-Retrospective study of a prospective database of all patients who underwent lobectomy for multinodular goiter or solitary nodule from 1991 to 2017.
904	We analyzed reoperation rates and time to reoperation.
905	Reoperation was defined as the need for completion thyroidectomy determined the following citeria: nodule greater than 3 cm, multiple nodules, nodule growth or suspicion for malignancy by ultrasound or fine-needle aspiration biopsy, or compressive symptoms.
906	RESULTS-Included in the study were 2,675 lobectomies; 852 (31.85%) for multinodular goiter.
907	In total, 394 patients (14.7%) underwent reoperation: 261 (30.6%) with a previous multinodular goiter and 133 (7.29%) with solitary nodule (P < .0001).
908	A total of 80% of the patients with multinodular goiter and 67.66% with solitary nodule recurred as multinodular goiter; 3.5% of all recurrences were carcinomas.
909	The mean time to reoperation was 14.8 years, without difference between groups (P = .5765).
910	Patients without reoperation were younger (47 ± 15 vs 54 ± 13 years of age, P < .0001) and more likely to be male (P < .0001).
911	CONCLUSION-Lobectomy for unilateral multinodular goiter is the procedure of choice given the length of time to reoperation.
912	Patients and surgeons should be aware of the need for long-term surveillance.
913	OBJECTIVES-To compare the effect of toric versus spherical soft contact lenses on objective measures of visual performance using visual acuity and electromyography of the orbicularis oculi muscle.
914	METHODS-Current soft contact lens wearers with -0.75 to -1.75 D astigmatism in each eye were binocularly fitted with toric (1-Day ACUVUE MOIST for astigmatism) and spherical (1-Day ACUVUE MOIST) contact lenses in random order.
915	After each fitting and at 1-week follow-up, high- and low-contrast visual acuities were measured.
916	Electromyography was used to objectively evaluate eyestrain.
917	Linear mixed models were used to assess differences between toric and spherical contact lenses.
918	RESULTS-The mean age (±SD) of the 60 participants was 27.5±5.0 years, spherical refractive error was -3.68±2.01 D, and cylinder was -1.28±0.36 D. High- and low-contrast visual acuities with toric lenses were better than with spherical lenses at both fitting (toric high-contrast: -0.065±0.078 and low-contrast: 0.133±0.103 vs. spherical high-contrast: 0.001±0.104 and low-contrast: 0.224±0.107) and follow-up (toric high-contrast: -0.083±0.087 and low-contrast: 0.108±0.107 vs. spherical high-contrast: -0.015±0.095 and low-contrast: 0.211±0.104) (all P<0.0001).
919	Electromyography-measured eyestrain was less with toric versus spherical contact lenses at fitting (least-square ratio of toric over spherical=0.72; P=0.0019) but not at follow-up (ratio=0.86; P=0.11).
920	CONCLUSION-These results suggest that toric contact lenses provided improved objective measures of vision in a low-to-moderate astigmatic population.
921	The objective of this study was to evaluate intraoperative hypothermia as a predictor of complication and prognosis in patients with muscle-invasive bladder cancer treated with radical cystectomy.The data of 124 patients treated with radical cystectomy for muscle-invasive bladder cancer in our department, from 2003 to 2016, were retrospectively collected.
922	The patients were divided into 2 groups according to the lowest intraoperative deep body temperature, that is, the hypothermia group (<96.8°F) and the normothermia group (≥96.8°F).
923	Preoperative and intraoperative variables were compared among the 2 groups, and factors associated with complications, recurrences, and survivals were analyzed.Sixty-eight (54.8%) of the 124 patients presented intraoperative hypothermia.
924	There was no significant difference in the patient's characteristics between the 2 groups.
925	Postoperative complications (Clavien-Dindo ≤III) of any types occurred in 15 patients (22.1%) in the hypothermia group, as compared with 8 patients (14.3%) in the normothermia group (P = .27).
926	The hypothermia group had a higher pathologic stage (P = .029) and a higher recurrence rate within 12 months (P = .013), as compared with the normothermia group.
927	Intraoperative hypothermia was an independent prognostic factor for overall survival in all patients (hazard ratio [HR] 2.47; 95% confidence interval [CI], 1.01-2.85; P = .047).
928	When stratified by disease stage, stage II intraoperative hypothermia was an independent prognostic factor for disease-free survival (HR 3.35; 95% CI, 1.27-8.83; P = .015) and overall survival (HR 4.24; 95% CI, 1.38-12.9; P = .011).This study suggests that intraoperative hypothermia could be a significant predictor for recurrence and survival in muscle-invasive bladder cancer treated with radical cystectomy.
929	Patients with craniopharyngioma experience excess morbidity and mortality when compared with the background population and with other hypopituitary patients.
930	Large, suprasellar tumours which form micropapillae into surrounding structures can cause hypothalamic damage before any therapeutic intervention; attempted gross total resection can lead to hypothalamic obesity, sleep disorders, thirst disorders and dysregulation of temperature as well as panhypopituitarism.
931	The management of tumour bulk and the pathophysiology of hypothalamic complications have been reviewed extensively.
932	We present a practical, clinical approach to management of hypothalamic disease in a patient with craniopharyngioma and highlight potential targets for future pharmacological or surgical intervention.
933	This article is protected by copyright.
934	All rights reserved.
935	The switch Markov chain has been extensively studied as the most natural Markov Chain Monte Carlo approach for sampling graphs with prescribed degree sequences.
936	We use comparison arguments with other—less natural but simpler to analyze—Markov chains, to show that the switch chain mixes rapidly in two different settings.
937	We first study the classic problem of uniformly sampling simple undirected, as well as bipartite, graphs with a given degree sequence.
938	We apply an embedding argument, involving a Markov chain defined by Jerrum and Sinclair (TCS, 1990) for sampling graphs that almost have a given degree sequence, to show rapid mixing for degree sequences satisfying strong stability, a notion closely related to P-stability.
939	This results in a much shorter proof that unifies the currently known rapid mixing results of the switch chain and extends them up to sharp characterizations of P-stability.
940	In particular, our work resolves an open problem posed by Greenhill (SODA, 2015).
941	Secondly, in order to illustrate the power of our approach, we study the problem of uniformly sampling graphs for which—in addition to the degree sequence—a joint degree distribution is given.
942	Although the problem was formalized over a decade ago, and despite its practical significance in generating synthetic network topologies, small progress has been made on the random sampling of such graphs.
943	The case of a single degree class reduces to sampling of regular graphs, but beyond this almost nothing is known.
944	We fully resolve the case of two degree classes, by showing that the switch Markov chain is always rapidly mixing.
945	Again, we first analyze an auxiliary chain for strongly stable instances on an augmented state space and then use an embedding argument.
946	∗This work is supported by NWO Gravitation Project NETWORKS, Grant Number 024.002.003.
947	Fluorescence-guided surgery (FGS) with the use of 5-aminolevulinic acid (5-ALA) leads to more extensive resection of high-grade glioma (HGG) and longer overall survival (OS) of patients compared to conventional resection.
948	The purpose of this study is to investigate the effect of 5-ALA dosages on residual tumor volume (RTV) and OS in patients with glioblastoma.
949	A retrospective cohort study for patients who participated in a phase I and II dose-escalation clinical trial on 5-ALA for resection of HGG.
950	A total of 25 patients were found to have newly diagnosed glioblastoma on histology and enrolled in our study.
951	Patients receiving low doses of 5-ALA (10–30 mg/kg) (n = 6) were compared to those receiving high doses (40–50 mg/kg) (n = 19).
952	Pre- and post-operative contrast enhanced T1W MRI were evaluated with volumetric analysis.
953	Median RTV was 0.69 cm3 and 0.00 cm3 in the low and high dose groups respectively (p = 0.975).
954	A gross total resection (GTR) was more likely in the high dose group, though this was not statistically significant.
955	No significant difference was found in median OS between the high and low dose groups (p = 0.6787).
956	High doses of 5-ALA FGS are associated with less RTV and greater probability of GTR.
957	5-ALA dose was not associated with OS.
958	Further studies with a larger patient cohort are warranted.
959	Rationale-Improved birth weight outcomes have been reported for infants of mothers imprisoned during pregnancy relative to similarly disadvantaged mothers, however, findings are equivocal and evidence is lacking from jurisdictions outside the United States.
960	Objective-To investigate whether maternal imprisonment during pregnancy is a determinant of low birth weight (<2500 g) for Indigenous and non-Indigenous infants in Western Australia.
961	Methods-A longitudinal sample of 41,910 singleton infants born in Western Australia (October 1985-December 2013), was identified with linked administrative data and examined by five mutually exclusive categories of maternal corrections history; (i) imprisonment in pregnancy, (ii) imprisonment before pregnancy, (iii) first imprisonment after birth, (iv) community-based corrections record without imprisonment at any time, and (v) no corrections record at any time.
962	Univariate and multivariate Poisson regression was performed to determine key risk factors for low birth weight.
963	Prevalence of risk factors were calculated by maternal corrections history.
964	Results-After adjusting for other significant pregnancy risks, maternal imprisonment before (Indigenous RR 2.02, 95%CI 1.84-2.22, p<.001; non-Indigenous RR 2.48, 95%CI 1.98-3.12, p<.001) or during (Indigenous RR 1.96, 95%CI 1.68-2.29, p<.001; non-Indigenous RR 2.12, 95%CI 1.48-3.03, p<.001) pregnancy remained strong determinants of low birth weight, and carried greater risk than imprisonment after birth (Indigenous RR 1.58, 95%CI 1.44-1.74, p<.001; non-Indigenous RR 1.75, 95%CI 1.51-2.04, p<.001) or community-based corrections orders (Indigenous RR 1.32, 95%CI 1.21-1.43, p<.001; non-Indigenous RR 1.40, 95%CI 1.05-1.88, p<.001), relative to no corrections record.
965	Pregnancy risk factors more prevalent amongst infants whose mothers were imprisoned before or during pregnancy included substance-use related service contacts, hospitalisation for injury, mental health service contacts, and having a sibling in contact with the child protection system.
966	Conclusion-Western Australian infants with mothers imprisoned before or during pregnancy experience elevated risk of low birth weight and exposure to maternal substance use, injury and mental distress in pregnancy.
967	First described in 1998, apelin is one of the endogenous ligands of the apelinergic receptor.
968	Since its discovery, its possible role in human physiology and disease has been intensively studied.
969	Apelin is a native cardioprotective agent that the body synthesizes to create atheroprotective, antihypertensive, and regenerative effects in the body.
970	By antagonizing the RAA system, apelin could play an important role in heart failure and hypertension.
971	It is also involved in myocardial protection against ischemia/reperfusion injury, post-ischemic remodeling, and myocardial fibrosis.
972	A small number of studies even suggest that serum apelin levels may be involved the development of life-threatening arrhythmias.
973	All this information generated excitement about potential therapeutic effects in patients with heart failure and myocardial infarction.
974	The therapeutic index of apelin is unknown but is anticipated to be favorable based on the small number of studies.
975	In this review, we summarize the mechanisms by which apelin exerts its cardioprotective effects and its connection with the cardiorenal axis.
976	Also, we report the potential therapeutic applications of synthetic and native regulated apelin.
977	If larger studies can be performed, it is possible that apelin-mediated drug treatment may play a major role for a large number of patients worldwide in the future.
978	Intraosseous myoepithelial tumors are very rare.
979	Due to the low incidence and diverse histologic features, accurate diagnosis is challenging, necessitating ancillary immunohistochemistry.
980	Moreover, genetic abnormality in this tumor was not revealed until recently.
981	Although EWSR1 translocation is involved in half of the cases of intraosseous myoepithelioma, only a few cases have indicated its counterpart gene.
982	We herein describe a case of intraosseous myoepithelioma with a novel localization in the fourth metatarsal bone of a 36-year-old female.
983	Cytogenetic analysis using next generation sequencing detected a rare EWSR1-PBX3 fusion.
984	Next generation sequencing could be useful in understanding the cytogenetic characteristics of intraosseous myoepithelioma, and in obtaining an accurate diagnosis of this rare condition.
985	This paper studies optimal control subject to changing conditions.
986	This is an area that recently received a lot of attention as it arises in numerous situations in practice.
987	Some applications being cloud computing systems with fluctuating arrival rates, or the time-varying capacity as encountered in power-aware systems or wireless downlink channels.
988	To study this, we focus on a restless bandit model, which has proved to be a powerful stochastic optimization framework to model scheduling of activities.
989	This paper is a first step to its optimal control when restless bandits are subject to changing conditions.
990	We consider the restless bandit problem in an asymptotic regime, which is obtained by letting the population of bandits grow large, and letting the environment change relatively fast.We present sufficient conditions for a policy to be asymptotically optimal and show that a set of priority policies satisfies these.
991	Under an indexability assumption, an averaged version of Whittle's index policy is proved to be inside this set of asymptotic optimal policies.
992	The performance of the averaged Whittle's index policy is numerically evaluated for a multi-class scheduling problem.
993	OBJECTIVE-Benzodiazepines and anticholinergics are risk factors for delirium in the intensive care unit (ICU).
994	We tested the impact of a deprescribing intervention on short-term delirium outcomes.
995	DESIGN-Multisite randomized clinical trial.
996	SETTING-ICUs of three large hospitals.
997	PARTICIPANTS-Two hundred adults aged 18 years or older and admitted to an ICU with delirium, according to the Richmond Agitation-Sedation Scale and the Confusion Assessment Method for the ICU (CAM-ICU).
998	Participants had a contraindication to haloperidol (seizure disorder or prolonged QT interval) or preference against haloperidol as a treatment for delirium, and were excluded for serious mental illness, stroke, pregnancy, or alcohol withdrawal.
999	Participants were randomized to a deprescribing intervention or usual care.
1000	The intervention included electronic alerts combined with pharmacist support to deprescribe anticholinergics and benzodiazepines.
1001	MEASUREMENTS-Primary outcomes were delirium duration measured by the CAM-ICU and severity measured by the Delirium Rating Scale Revised-98 (DRS-R-98) and the CAM-ICU-7; secondary outcomes included adverse events and mortality.
1002	RESULTS-Participants had a mean age of 61.8 (SD = 14.3) years, 59% were female, and 52% were African American, with no significant differences in baseline characteristics between groups.
1003	No differences between groups were identified in the number exposed to anticholinergics (P = .219) or benzodiazepines (P = .566), the median total anticholinergic score (P = .282), or the median total benzodiazepine dose in lorazepam equivalents (P = .501).
1004	Neither median delirium/coma-free days (P = .361) nor median change in delirium severity scores (P = .582 for DRS-R-98; P = .333 for CAM-ICU-7) were different between groups.
1005	No differences in adverse events or mortality were identified.
1006	CONCLUSIONS-When added to state-of-the-art clinical services, this deprescribing intervention had no impact on medication use in ICU participants.
1007	Given the age of the population, results of clinical outcomes may not be easily extrapolated to older adults.
1008	Nonetheless, improved approaches for deprescribing or preventing anticholinergics and benzodiazepines should be developed to determine the impact on delirium outcomes.
1009	Lead-free zero-dimensional (0D) organic-inorganic metal halide perovskites have recently attracted increasing attention for its excellent photoluminescence properties and chemical stability.
1010	Here, we report the synthesis and characterization of an air-stable 0D mixed metal halide perovskite (C8NH12)4Bi0.57Sb0.43Br7.H2O, in which individual [BiBr6]3- and [SbBr6]3-octahedral units are completely isolated and surrounded by the large organic cation C8H12N+.
1011	Upon photoexcitation, the bulk crystals exhibit ultrabroad band emission ranging from 400 to 850 nm, which originates from both free excitons and self-trapped excitons.
1012	This is the first example of 0D perovskites with broadband emission spanning the entire visible spectrum.
1013	In addition, (C8NH12)4Bi0.57Sb0.43Br7.H2O exhibits excellent humidity and light stability.
1014	These findings present a new direction towards the design of environmentally-friendly, high-performance 0D perovskite light emitters.
1015	As animals and humans age, the motor system undergoes a progressive functional decline, leading to frailty.
1016	Age-dependent functional deteriorations at neuromuscular junctions (NMJs) contribute to this motor aging.
1017	However, it is unclear whether one can intervene in this process to slow motor aging.
1018	The Caenorhabditis elegans BK channel SLO-1 dampens synaptic transmission at NMJs by repressing synaptic release from motor neurons.
1019	Here, we show that genetic ablation of SLO-1 not only reduces the rate of age-dependent motor activity decline to slow motor aging but also surprisingly extends life span.
1020	SLO-1 acts in motor neurons to mediate both functions.
1021	Genetic knockdown or pharmacological inhibition of SLO-1 in aged, but not young, worms can slow motor aging and prolong longevity.
1022	Our results demonstrate that genetic and pharmacological interventions in the aging motor nervous system can promote both health span and life span.
1023	Redox changes and generation of reactive oxygen species (ROS) are part of normal cell metabolism.
1024	While low ROS levels are implicated in cellular signaling pathways necessary for survival, higher levels play major roles in cancer development as well as cell death signaling and execution.
1025	A role for redox changes in apoptosis has been long established; however, several new modalities of regulated cell death have been brought to light, for which the importance of ROS production as well as ROS source and targets are being actively investigated.
1026	In this review, we summarize recent findings on the role of ROS and redox changes in the activation and execution of two major forms of regulated cell death, necroptosis and ferroptosis.
1027	We also discuss the potential of using modulators of these two forms of cell death to exacerbate ROS as a promising anticancer therapy.
1028	OBJECTIVE-To determine if individuals with chronic ankle instability (CAI) demonstrate different talar cartilage T1ρ relaxation times compared to uninjured controls.
1029	DESIGN-Fifteen CAI (21.13±1.81 years, 4.00±2.07 previous ankle sprains) and fifteen controls (21.07±2.55 years, no previous ankle sprains) participated.
1030	CAI inclusion criteria was in accordance with the International Ankle Consortium guidelines.
1031	Greater T1ρ relaxation times were interpreted as greater degenerative changes.
1032	Participants were non-weight bearing for 30-minutes prior to scanning to unload the cartilage.
1033	Voxel by voxel T1ρ relaxation times were calculated from a five image sequence.
1034	Segmentation of the talar cartilage was performed manually using ITK-SNAP software.
1035	T1ρ relaxation time means and variability across the entire talus and in the anteromeidal, anterolateral, posteromedial, and posterolateral regions of interest were compared between groups using mean differences and effect sizes (ES) with their corresponding 95% confidence intervals (95%CI).
1036	RESULTS-Individuals with CAI demonstrated higher T1ρ relaxation times (mean ± standard deviation) across the entire talus (CAI: 65.97±10.45ms, Control: 58.84±7.68ms; ES=0.76, 95%CI=0.02-1.50), in the anterolateral (ES=1.00, 95%CI=0.24-1.48), posteromedial (ES=0.74, 95%CI=0.01-1.49), and posterolateral region of interest (ES=3.84, 95%CI=2.63-5.04).
1037	The T1ρ relaxation time variability (mean ± standard deviation) also differed across the overall talus (CAI: 32.78±4.06ms, Control: 28.23±4.45ms; ES=1.04, 95%CI=0.28-1.80), in the anteriolateral, (ES=1.07, 95%CI=0.31, 1.84) and posteriolateral (ES=1.00, 95%CI=0.24-1.75) regions of interest.
1038	CONCLUSIONS-Individuals with CAI demonstrate greater T1ρ relaxation times and higher T1ρ variability compared to uninjured controls.
1039	This finding supports the existing literature illustrating early degenerative joint tissue changes consistent with early onset posttraumatic osteoarthritis in individuals with CAI.
1040	Black lipid membranes (BLMs) provide a biomimetic model system for studying cellular membrane processes, and are important tools in drug screening and biosensing applications.
1041	BLMs offer advantages over liposomes and solid-supported lipid bilayers in applications where access to both leaflets of the bilayer is critical.
1042	Reliable and repeatable formation of BLMs presents a major challenge, especially in systems that require interrogation of the membrane via optical microscopy.
1043	BLMs for optical interrogation are often formed by the manual painting method, which is tedious and has a high failure rate because it involves manual manipulation of nanoscale liquid films for membrane self-assembly.
1044	Here, we describe a fully automated technique for the formation of BLMs within the imaging plane of an inverted fluorescence microscope.
1045	The technique utilizes hydrostatic pressure manipulations within a simple microfluidic device, which are feedback controlled via confocal fluorescence monitoring of the BLM formation process.
1046	An algorithm for monitoring and precision control of BLM formation is devised and optimized to yield an 80% success rate for the formation of BLMs, with formation times on the order of 78 min.
1047	Membranes formed via the automated procedure are confirmed to be fluid and biomimetic via spontaneous insertion of α-hemolysin pores with characteristic conductance of ca.
1048	1 nS.
1049	Graphical Abstract ᅟ.
1050	In this study, chitin nanofiber dispersions prepared in neutral and acidic pH conditions were lyophilized to produce aerogels.
1051	The effects of the freezing speed of the nanofiber dispersions and the dispersibility of the chitin nanofiber were studied.
1052	The characteristics of the aerogels were studied using scanning electron microscopy, relative surface area measurements, and compression tests.
1053	The repulsion forces of the chitin nanofiber in acidic conditions were effective in the formation of a more uniform microstructure during water solidification, resulting in aerogels with a high mechanical strength.
1054	The aerogel made from the chitin nanofiber dispersion prepared in neutral conditions was influenced by ice crystal growth during freezing, resulting in a nonuniform structure.
1055	In contrast, the surface area of the aerogel in neutral conditions interestingly remained unchanged compared to that of the original powder, which was due to the morphological transformation.
1056	To better understand the molecular mechanism of color formation in different varieties of the mulberry fruit, we investigated the functional genes related to anthocyanin and betulinic acid biosynthesis using high-throughput transcriptome sequencing and detected the primary and secondary metabolites in the white (Morus alba L. cv.
1057	'Turkey') and red (Morus alba L. cv.
1058	'Cheongil') mulberry cultivars.
1059	We obtained 171,702,058 high-quality reads with an average read length of 125 bp.
1060	These reads were assembled into 51,272 and 51,159 unigenes in Turkey and Cheongil, respectively.
1061	We also identified the genes related to anthocyanin and triterpene biosynthesis and investigated their expression and metabolite profiles.
1062	Overall, our transcriptome sequencing provides valuable information that could be used in gene discovery, marker-assisted selection, and investigation of metabolic pathways in mulberry.
1063	Additionally, gene expression and metabolite profiles provide new insights into the underlying mechanism of anthocyanin and betulinic acid biosynthesis and relationship between primary and secondary metabolites.
1064	Chaetognaths (arrow worms) are an enigmatic group of marine animals whose phylogenetic position remains elusive, in part because they display a mix of developmental and morphological characters associated with other groups [1, 2].
1065	In particular, it remains unclear whether they are a sister group to protostomes [1, 2], one of the principal animal superclades, or whether they bear a closer relationship with some spiralian phyla [3, 4].
1066	Addressing the phylogenetic position of chaetognaths and refining our understanding of relationships among spiralians are essential to fully comprehend character changes during bilaterian evolution [5].
1067	To tackle these questions, we generated new transcriptomes for ten chaetognath species, compiling an extensive phylogenomic dataset that maximizes data occupancy and taxonomic representation.
1068	We employed inference methods that consider rate and compositional heterogeneity across taxa to avoid limitations of earlier analyses [6].
1069	In this way, we greatly improved the resolution of the protostome tree of life.
1070	We find that chaetognaths cluster together with rotifers, gnathostomulids, and micrognathozoans within an expanded Gnathifera clade and that this clade is the sister group to other spiralians [7, 8].
1071	Our analysis shows that several previously proposed groupings are likely due to systematic error, and we propose a revised organization of Lophotrochozoa with three main clades: Tetraneuralia (mollusks and entoprocts), Lophophorata (brachiopods, phoronids, and ectoprocts), and a third unnamed clade gathering annelids, nemerteans, and platyhelminthes.
1072	Consideration of classical morphological, developmental, and genomic characters in light of this topology indicates secondary loss as a fundamental trend in spiralian evolution.
1073	The involvement of several microRNAs (miRs) in the initiation and development of tumor through the suppression of the target gene expression has been highlighted.
1074	The aberrant expression of microRNA-181d-5p (miR-181d-5p) and cyclin-dependent kinase inhibitor 3 (CDKN3) in non-small-cell lung cancer (NSCLC) was then screened by microarray analysis, In the present study, we performed a series of in vivo and in vitro experiments for the purpose of investigating their role in NSCLC and the underlying mechanism.
1075	There was a high expression of CDKN3 while miR-181d-5p was down-regulated in NSCLC.
1076	RT-qPCR, Western blot analysis, and dual-luciferase reporter gene assay further identified that CDKN3 could be negatively regulated by miR-181d-5p.
1077	Moreover, the up-regulation of miR-181d-5p or silencing of CDKN3 could inactivate the Akt signaling pathway.
1078	A549 with lowest miR-181d-5p and H1975 with highest CDKN3 among the five NSCLC cell lines (H1299, A549, H1975, NCI-H157, and GLC-82) were adopted for in vitro experiments, in which expression of miR-181d-5p and CDKN3 was altered by transfection of miR-181d-5p mimic/inhibitor or siRNA targeting CDKN3.
1079	Afterwards, cell proliferation, apoptosis, invasion, migration, and angiogenesis, as well as epithelial-mesenchymal transition (EMT) were evaluated and tumorigenicity was assessed.
1080	In addition, an elevation in miR-181d-5p or depletion in CDKN3 led to significant reductions in proliferation, invasion, migration, angiogenesis, EMT, as well as tumorigenicity of NSCLC cells, coupling with increased cell apoptosis.
1081	In conclusion, this study highlights the tumor suppressive effects of miR-181d-5p on NSCLC via Akt signaling pathway inactivation by suppressing CDKN3, providing a promising therapeutic strategy for the treatment of NSCLC.
1082	This work studied thermal characteristics and product formation mechanism during pyrolysis of penicillin fermentation residue (PR).
1083	Results showed that PR pyrolysis proceeded in four stages.
1084	The kinetic triplet of each stage was calculated using Flynn-Wall-Ozawa, Kissinger-Akahira-Sunose, and integral master-plot methods.
1085	The kinetic model for stage 1 was the three-dimensional diffusion model, the simple reaction order model for stage 2 and stage 4, and the nucleation-growth model for stage 3.
1086	FTIR analysis suggested that the intensities of absorption peaks of NH, CO, CH, CN, and CO in chars weakened gradually with increasing temperature, corresponding to the production of CH4, CO, NH3, and HCN.
1087	GC-MS results indicated that the high protein content in PR resulted in a high fraction of nitrogenated compounds (amides and amines, nitriles, and N-heterocyclic species) in bio-oil.
1088	The formation mechanism of these compounds was discussed.
1089	Besides, bio-oil also contained large quantities of oxygenated compounds and a few hydrocarbons.
1090	In this paper, we investigate the problem of regulating a continuous-time linear time-invariant (LTI) system to a desired point using discrete event measurements from signal change detection sensors with a logarithmic event generation threshold (trigger), which includes the recently developed neuromorphic vision sensors.
1091	Existing control algorithms typically only process periodic measurements, and thus, a new class of algorithms needs to be developed that can efficiently process the sensors’ asynchronous discrete events for control tasks.
1092	Thus, we present a novel control design procedure that regulates the hybrid system, consisting of the continuous LTI system and a discrete-event signal change observation model, to a desired set point.
1093	Moreover, we provide the set of thresholds (sufficient conditions) for the given system to fulfill the regulation task.
1094	The effectiveness of our approach is illustrated on an unstable system.
